Enzyme1,Enzyme2,Percent_Similarity
58,72,32.13751868460389
58,15,34.67862481315397
58,52,68.75934230194319
12,4,29.74588938714499
12,18,34.23019431988042
12,39,35.1270553064275
12,9,42.89985052316891
12,62,43.04932735426009
12,7,27.802690582959645
12,37,34.379671150971596
12,71,43.946188340807176
12,57,42.600896860986545
12,47,34.08071748878923
12,76,40.95665171898356
12,16,42.30194319880419
12,28,41.25560538116592
12,42,39.46188340807175
12,27,41.4050822122571
12,49,34.379671150971596
12,25,32.73542600896861
12,44,25.710014947683106
12,70,30.642750373692078
12,58,33.03437967115097
12,33,42.30194319880419
12,73,33.78176382660688
12,60,30.343796711509718
12,64,43.64723467862481
12,68,43.04932735426009
12,38,33.6322869955157
12,30,42.30194319880419
12,2,42.00298953662182
12,53,31.390134529147986
12,22,41.554559043348284
12,3,51.569506726457405
12,24,43.796711509716
12,21,32.28699551569507
12,61,34.23019431988042
12,72,29.74588938714499
12,15,39.91031390134529
12,52,31.988041853512705
33,4,30.343796711509718
33,18,34.379671150971596
33,39,37.219730941704036
33,9,47.6831091180867
33,62,48.13153961136024
33,7,28.550074738415542
33,37,35.874439461883405
33,71,38.86397608370702
33,57,47.23467862481316
33,47,37.369207772795214
33,76,40.50822122571002
33,16,69.80568011958147
33,28,60.53811659192825
33,42,42.30194319880419
33,27,47.98206278026906
33,49,38.11659192825112
33,25,35.42600896860987
33,44,26.606875934230196
33,70,34.67862481315397
33,58,33.78176382660688
33,12,42.30194319880419
33,73,35.57548579970104
33,60,34.23019431988042
33,64,71.44992526158445
33,68,70.85201793721974
33,38,36.47234678624813
33,30,71.30044843049326
33,2,71.30044843049326
33,53,34.52914798206278
33,22,49.775784753363226
33,3,42.45142002989537
33,24,68.31091180866966
33,21,33.931240657698055
33,61,38.2660687593423
33,72,33.6322869955157
33,15,42.00298953662182
33,52,35.276532137518686
73,4,23.766816143497756
73,18,63.07922272047832
73,39,62.18236173393124
73,9,35.57548579970104
73,62,35.1270553064275
73,7,21.37518684603886
73,37,83.40807174887892
73,71,31.2406576980568
73,57,35.42600896860987
73,47,84.90284005979073
73,76,34.97757847533632
73,16,37.369207772795214
73,28,35.276532137518686
73,42,32.28699551569507
73,27,36.173393124065775
73,49,63.07922272047832
73,25,62.92974588938714
73,44,55.30642750373692
73,70,30.94170403587444
73,58,62.63079222720478
73,12,33.78176382660688
73,33,35.57548579970104
73,60,30.493273542600896
73,64,36.771300448430495
73,68,37.369207772795214
73,38,65.6203288490284
73,30,36.92077727952167
73,2,36.92077727952167
73,53,28.400597907324364
73,22,34.97757847533632
73,3,33.03437967115097
73,24,36.62182361733931
73,21,61.58445440956651
73,61,75.48579970104635
73,72,30.343796711509718
73,15,33.78176382660688
73,52,62.78026905829597
60,4,28.101644245142005
60,18,30.194319880418536
60,39,30.343796711509718
60,9,33.03437967115097
60,62,32.884902840059794
60,7,26.15844544095665
60,37,30.04484304932735
60,71,27.204783258594915
60,57,32.585949177877424
60,47,30.493273542600896
60,76,30.04484304932735
60,16,34.67862481315397
60,28,34.23019431988042
60,42,31.390134529147986
60,27,33.931240657698055
60,49,29.596412556053814
60,25,30.04484304932735
60,44,22.869955156950674
60,70,90.5829596412556
60,58,30.642750373692078
60,12,30.343796711509718
60,33,34.23019431988042
60,73,30.493273542600896
60,64,34.23019431988042
60,68,35.276532137518686
60,38,31.09118086696562
60,30,34.97757847533632
60,2,35.1270553064275
60,53,70.10463378176382
60,22,32.884902840059794
60,3,30.792227204783256
60,24,35.57548579970104
60,21,30.343796711509718
60,61,30.493273542600896
60,72,44.39461883408072
60,15,31.689088191330345
60,52,29.596412556053814
64,4,31.2406576980568
64,18,34.97757847533632
64,39,37.66816143497758
64,9,46.93572496263079
64,62,47.832585949177876
64,7,29.297458893871447
64,37,36.771300448430495
64,71,39.46188340807175
64,57,46.78624813153961
64,47,38.11659192825112
64,76,40.35874439461883
64,16,82.95964125560538
64,28,65.17189835575485
64,42,42.89985052316891
64,27,50.82212257100149
64,49,38.86397608370702
64,25,36.32286995515695
64,44,27.204783258594915
64,70,34.82810164424514
64,58,34.379671150971596
64,12,43.64723467862481
64,33,71.44992526158445
64,73,36.771300448430495
64,60,34.23019431988042
64,68,80.86696562032884
64,38,37.369207772795214
64,30,82.51121076233184
64,2,81.31539611360239
64,53,34.23019431988042
64,22,50.37369207772795
64,3,43.34828101644245
64,24,85.05231689088191
64,21,35.42600896860987
64,61,38.56502242152467
64,72,34.67862481315397
64,15,43.19880418535127
64,52,36.173393124065775
68,4,30.493273542600896
68,18,35.42600896860987
68,39,38.11659192825112
68,9,46.93572496263079
68,62,48.57997010463378
68,7,28.550074738415542
68,37,37.369207772795214
68,71,38.86397608370702
68,57,46.18834080717489
68,47,37.81763826606876
68,76,40.35874439461883
68,16,84.00597907324364
68,28,64.12556053811659
68,42,41.70403587443946
68,27,49.92526158445441
68,49,38.714499252615845
68,25,36.92077727952167
68,44,27.65321375186846
68,70,35.42600896860987
68,58,34.97757847533632
68,12,43.04932735426009
68,33,70.85201793721974
68,73,37.369207772795214
68,60,35.276532137518686
68,64,80.86696562032884
68,38,36.771300448430495
68,30,93.12406576980567
68,2,94.02092675635276
68,53,35.42600896860987
68,22,49.47683109118087
68,3,41.85351270553064
68,24,79.82062780269058
68,21,35.57548579970104
68,61,38.2660687593423
68,72,34.67862481315397
68,15,42.00298953662182
68,52,34.97757847533632
38,4,26.756352765321374
38,18,73.99103139013454
38,39,70.85201793721974
38,9,37.07025411061286
38,62,37.5186846038864
38,7,24.2152466367713
38,37,65.6203288490284
38,71,30.792227204783256
38,57,36.92077727952167
38,47,65.76980568011959
38,76,34.52914798206278
38,16,37.07025411061286
38,28,37.81763826606876
38,42,34.379671150971596
38,27,35.276532137518686
38,49,72.49626307922273
38,25,71.44992526158445
38,44,65.91928251121077
38,70,31.390134529147986
38,58,72.79521674140508
38,12,33.6322869955157
38,33,36.47234678624813
38,73,65.6203288490284
38,60,31.09118086696562
38,64,37.369207772795214
38,68,36.771300448430495
38,30,36.92077727952167
38,2,37.07025411061286
38,53,30.04484304932735
38,22,36.62182361733931
38,3,32.73542600896861
38,24,37.07025411061286
38,21,72.94469357249626
38,61,60.98654708520179
38,72,32.436472346786246
38,15,35.276532137518686
38,52,67.86248131539611
30,4,30.642750373692078
30,18,35.1270553064275
30,39,37.96711509715994
30,9,46.93572496263079
30,62,48.13153961136024
30,7,28.699551569506728
30,37,37.219730941704036
30,71,39.162929745889386
30,57,46.038863976083704
30,47,38.2660687593423
30,76,40.35874439461883
30,16,85.79970104633782
30,28,63.67713004484305
30,42,42.152466367713004
30,27,50.074738415545596
30,49,38.714499252615845
30,25,36.32286995515695
30,44,27.3542600896861
30,70,35.42600896860987
30,58,34.52914798206278
30,12,42.30194319880419
30,33,71.30044843049326
30,73,36.92077727952167
30,60,34.97757847533632
30,64,82.51121076233184
30,68,93.12406576980567
30,38,36.92077727952167
30,2,95.81464872944694
30,53,34.82810164424514
30,22,49.62630792227205
30,3,41.554559043348284
30,24,80.86696562032884
30,21,35.42600896860987
30,61,38.2660687593423
30,72,34.82810164424514
30,15,42.600896860986545
30,52,34.97757847533632
2,4,30.642750373692078
2,18,35.276532137518686
2,39,38.11659192825112
2,9,47.384155455904335
2,62,48.4304932735426
2,7,28.699551569506728
2,37,36.92077727952167
2,71,39.162929745889386
2,57,46.48729446935725
2,47,37.81763826606876
2,76,40.059790732436475
2,16,85.35127055306427
2,28,63.82660687593423
2,42,41.70403587443946
2,27,50.672645739910315
2,49,39.01345291479821
2,25,36.62182361733931
2,44,27.50373692077728
2,70,35.276532137518686
2,58,34.67862481315397
2,12,42.00298953662182
2,33,71.30044843049326
2,73,36.92077727952167
2,60,35.1270553064275
2,64,81.31539611360239
2,68,94.02092675635276
2,38,37.07025411061286
2,30,95.81464872944694
2,53,34.97757847533632
2,22,49.62630792227205
2,3,41.85351270553064
2,24,80.11958146487295
2,21,35.57548579970104
2,61,37.96711509715994
2,72,34.82810164424514
2,15,42.152466367713004
2,52,35.42600896860987
53,4,28.400597907324364
53,18,29.596412556053814
53,39,30.642750373692078
53,9,32.28699551569507
53,62,32.884902840059794
53,7,26.00896860986547
53,37,30.04484304932735
53,71,25.710014947683106
53,57,32.436472346786246
53,47,29.895366218236173
53,76,29.297458893871447
53,16,34.379671150971596
53,28,33.03437967115097
53,42,29.895366218236173
53,27,32.884902840059794
53,49,29.895366218236173
53,25,30.194319880418536
53,44,22.27204783258595
53,70,71.898355754858
53,58,29.895366218236173
53,12,31.390134529147986
53,33,34.52914798206278
53,73,28.400597907324364
53,60,70.10463378176382
53,64,34.23019431988042
53,68,35.42600896860987
53,38,30.04484304932735
53,30,34.82810164424514
53,2,34.97757847533632
53,22,31.838565022421523
53,3,31.838565022421523
53,24,35.874439461883405
53,21,27.65321375186846
53,61,28.84902840059791
53,72,41.85351270553064
53,15,30.194319880418536
53,52,29.596412556053814
22,4,27.95216741405082
22,18,35.276532137518686
22,39,35.42600896860987
22,9,48.13153961136024
22,62,46.63677130044843
22,7,26.00896860986547
22,37,35.72496263079223
22,71,38.56502242152467
22,57,47.08520179372198
22,47,34.97757847533632
22,76,40.80717488789238
22,16,48.729446935724965
22,28,47.53363228699551
22,42,40.50822122571002
22,27,70.4035874439462
22,49,35.42600896860987
22,25,34.379671150971596
22,44,26.606875934230196
22,70,32.884902840059794
22,58,34.52914798206278
22,12,41.554559043348284
22,33,49.775784753363226
22,73,34.97757847533632
22,60,32.884902840059794
22,64,50.37369207772795
22,68,49.47683109118087
22,38,36.62182361733931
22,30,49.62630792227205
22,2,49.62630792227205
22,53,31.838565022421523
22,3,42.45142002989537
22,24,49.92526158445441
22,21,34.97757847533632
22,61,36.92077727952167
22,72,34.08071748878923
22,15,40.80717488789238
22,52,34.97757847533632
3,4,27.05530642750374
3,18,32.13751868460389
3,39,33.03437967115097
3,9,42.152466367713004
3,62,42.00298953662182
3,7,25.112107623318387
3,37,33.18385650224215
3,71,41.70403587443946
3,57,41.4050822122571
3,47,33.33333333333333
3,76,39.162929745889386
3,16,42.45142002989537
3,28,40.50822122571002
3,42,39.76083707025411
