Enzyme1,Enzyme2,Percent_Similarity
3,27,42.152466367713004
3,49,32.884902840059794
3,25,32.436472346786246
3,44,23.766816143497756
3,70,30.642750373692078
3,58,31.2406576980568
3,12,51.569506726457405
3,33,42.45142002989537
3,73,33.03437967115097
3,60,30.792227204783256
3,64,43.34828101644245
3,68,41.85351270553064
3,38,32.73542600896861
3,30,41.554559043348284
3,2,41.85351270553064
3,53,31.838565022421523
3,22,42.45142002989537
3,24,44.24514200298953
3,21,31.09118086696562
3,61,34.82810164424514
3,72,31.09118086696562
3,15,40.059790732436475
3,52,30.792227204783256
24,4,30.94170403587444
24,18,35.1270553064275
24,39,37.369207772795214
24,9,47.08520179372198
24,62,47.08520179372198
24,7,29.14798206278027
24,37,36.771300448430495
24,71,39.31240657698057
24,57,47.08520179372198
24,47,37.96711509715994
24,76,41.4050822122571
24,16,79.82062780269058
24,28,65.32137518684604
24,42,43.796711509716
24,27,50.97159940209267
24,49,38.714499252615845
24,25,36.92077727952167
24,44,27.204783258594915
24,70,36.47234678624813
24,58,34.23019431988042
24,12,43.796711509716
24,33,68.31091180866966
24,73,36.62182361733931
24,60,35.57548579970104
24,64,85.05231689088191
24,68,79.82062780269058
24,38,37.07025411061286
24,30,80.86696562032884
24,2,80.11958146487295
24,53,35.874439461883405
24,22,49.92526158445441
24,3,44.24514200298953
24,21,35.874439461883405
24,61,38.11659192825112
24,72,35.57548579970104
24,15,44.39461883408072
24,52,36.173393124065775
21,4,25.85949177877429
21,18,73.24364723467862
21,39,69.80568011958147
21,9,35.42600896860987
21,62,36.62182361733931
21,7,25.112107623318387
21,37,61.88340807174888
21,71,30.194319880418536
21,57,34.97757847533632
21,47,61.285500747384155
21,76,34.08071748878923
21,16,35.276532137518686
21,28,37.07025411061286
21,42,34.23019431988042
21,27,34.379671150971596
21,49,69.95515695067265
21,25,67.41405082212258
21,44,65.91928251121077
21,70,30.642750373692078
21,58,72.04783258594918
21,12,32.28699551569507
21,33,33.931240657698055
21,73,61.58445440956651
21,60,30.343796711509718
21,64,35.42600896860987
21,68,35.57548579970104
21,38,72.94469357249626
21,30,35.42600896860987
21,2,35.57548579970104
21,53,27.65321375186846
21,22,34.97757847533632
21,3,31.09118086696562
21,24,35.874439461883405
21,61,57.548579970104626
21,72,30.792227204783256
21,15,35.1270553064275
21,52,65.91928251121077
61,4,26.606875934230196
61,18,58.744394618834086
61,39,59.04334828101644
61,9,36.771300448430495
61,62,36.92077727952167
61,7,24.51420029895366
61,37,72.6457399103139
61,71,31.53961136023916
61,57,36.62182361733931
61,47,76.98056801195816
61,76,35.42600896860987
61,16,37.66816143497758
61,28,36.771300448430495
61,42,34.52914798206278
61,27,36.173393124065775
61,49,59.79073243647235
61,25,58.29596412556054
61,44,51.42002989536621
61,70,31.09118086696562
61,58,58.744394618834086
61,12,34.23019431988042
61,33,38.2660687593423
61,73,75.48579970104635
61,60,30.493273542600896
61,64,38.56502242152467
61,68,38.2660687593423
61,38,60.98654708520179
61,30,38.2660687593423
61,2,37.96711509715994
61,53,28.84902840059791
61,22,36.92077727952167
61,3,34.82810164424514
61,24,38.11659192825112
61,21,57.548579970104626
61,72,32.28699551569507
61,15,35.42600896860987
61,52,59.04334828101644
72,4,27.204783258594915
72,18,31.988041853512705
72,39,32.73542600896861
72,9,33.33333333333333
72,62,34.08071748878923
72,7,24.962630792227205
72,37,31.09118086696562
72,71,26.905829596412556
72,57,33.18385650224215
72,47,31.2406576980568
72,76,31.09118086696562
72,16,34.23019431988042
72,28,34.379671150971596
72,42,30.94170403587444
72,27,33.78176382660688
72,49,31.53961136023916
72,25,31.09118086696562
72,44,24.06576980568012
72,70,44.843049327354265
72,58,32.13751868460389
72,12,29.74588938714499
72,33,33.6322869955157
72,73,30.343796711509718
72,60,44.39461883408072
72,64,34.67862481315397
72,68,34.67862481315397
72,38,32.436472346786246
72,30,34.82810164424514
72,2,34.82810164424514
72,53,41.85351270553064
72,22,34.08071748878923
72,3,31.09118086696562
72,24,35.57548579970104
72,21,30.792227204783256
72,61,32.28699551569507
72,15,31.2406576980568
72,52,31.53961136023916
15,4,27.204783258594915
15,18,34.52914798206278
15,39,35.72496263079223
15,9,42.89985052316891
15,62,44.843049327354265
15,7,25.56053811659193
15,37,33.78176382660688
15,71,36.62182361733931
15,57,42.89985052316891
15,47,35.42600896860987
15,76,56.65171898355755
15,16,41.4050822122571
15,28,42.00298953662182
15,42,96.71150971599403
15,27,41.554559043348284
15,49,35.42600896860987
15,25,33.78176382660688
15,44,27.3542600896861
15,70,31.838565022421523
15,58,34.67862481315397
15,12,39.91031390134529
15,33,42.00298953662182
15,73,33.78176382660688
15,60,31.689088191330345
15,64,43.19880418535127
15,68,42.00298953662182
15,38,35.276532137518686
15,30,42.600896860986545
15,2,42.152466367713004
15,53,30.194319880418536
15,22,40.80717488789238
15,3,40.059790732436475
15,24,44.39461883408072
15,21,35.1270553064275
15,61,35.42600896860987
15,72,31.2406576980568
15,52,33.931240657698055
52,4,27.95216741405082
52,18,68.60986547085201
52,39,66.06875934230195
52,9,34.82810164424514
52,62,35.72496263079223
52,7,25.56053811659193
52,37,62.18236173393124
52,71,29.74588938714499
52,57,34.97757847533632
52,47,62.63079222720478
52,76,34.52914798206278
52,16,36.173393124065775
52,28,36.47234678624813
52,42,32.884902840059794
52,27,34.379671150971596
52,49,66.81614349775785
52,25,66.66666666666666
52,44,61.285500747384155
52,70,29.297458893871447
52,58,68.75934230194319
52,12,31.988041853512705
52,33,35.276532137518686
52,73,62.78026905829597
52,60,29.596412556053814
52,64,36.173393124065775
52,68,34.97757847533632
52,38,67.86248131539611
52,30,34.97757847533632
52,2,35.42600896860987
52,53,29.596412556053814
52,22,34.97757847533632
52,3,30.792227204783256
52,24,36.173393124065775
52,21,65.91928251121077
52,61,59.04334828101644
52,72,31.53961136023916
52,15,33.931240657698055
