Enzyme1,Enzyme2,Percent_Similarity,E2_Sub
44.0,25.0,64.42451420029896,3.0
44.0,39.0,64.12556053811659,3.0
44.0,52.0,61.285500747384155,3.0
44.0,37.0,56.80119581464873,3.0
44.0,47.0,56.20328849028401,3.0
47.0,73.0,84.90284005979073,3.0
47.0,37.0,81.31539611360239,3.0
47.0,61.0,76.98056801195816,3.0
47.0,61.0,76.98056801195816,7.0
47.0,61.0,76.98056801195816,8.0
47.0,38.0,65.76980568011959,3.0
47.0,25.0,63.97608370702541,3.0
47.0,18.0,63.67713004484305,3.0
47.0,49.0,63.52765321375187,3.0
47.0,39.0,63.22869955156951,3.0
47.0,58.0,62.92974588938714,3.0
47.0,52.0,62.63079222720478,3.0
49.0,39.0,80.86696562032884,3.0
49.0,18.0,74.14050822122572,3.0
49.0,38.0,72.49626307922273,3.0
49.0,58.0,72.34678624813155,3.0
49.0,25.0,70.10463378176382,3.0
49.0,21.0,69.95515695067265,3.0
49.0,52.0,66.81614349775785,3.0
49.0,44.0,65.32137518684604,3.0
49.0,37.0,63.82660687593423,3.0
49.0,47.0,63.52765321375187,3.0
52.0,58.0,68.75934230194319,3.0
52.0,18.0,68.60986547085201,3.0
52.0,38.0,67.86248131539611,3.0
52.0,49.0,66.81614349775785,3.0
52.0,25.0,66.66666666666666,3.0
52.0,39.0,66.06875934230195,3.0
52.0,21.0,65.91928251121077,3.0
52.0,73.0,62.78026905829597,3.0
52.0,47.0,62.63079222720478,3.0
52.0,37.0,62.18236173393124,3.0
53.0,70.0,71.898355754858,15.0
53.0,70.0,71.898355754858,16.0
53.0,70.0,71.898355754858,17.0
53.0,60.0,70.10463378176382,15.0
53.0,60.0,70.10463378176382,16.0
53.0,60.0,70.10463378176382,17.0
53.0,72.0,41.85351270553064,10.0
53.0,24.0,35.874439461883405,9.0
53.0,68.0,35.42600896860987,9.0
53.0,2.0,34.97757847533632,9.0
53.0,30.0,34.82810164424514,9.0
53.0,33.0,34.52914798206278,9.0
53.0,16.0,34.379671150971596,9.0
53.0,64.0,34.23019431988042,9.0
57.0,9.0,88.34080717488789,3.0
57.0,62.0,70.254110612855,3.0
57.0,27.0,47.53363228699551,3.0
57.0,27.0,47.53363228699551,5.0
57.0,27.0,47.53363228699551,6.0
57.0,27.0,47.53363228699551,7.0
57.0,27.0,47.53363228699551,8.0
57.0,27.0,47.53363228699551,14.0
57.0,27.0,47.53363228699551,15.0
57.0,27.0,47.53363228699551,16.0
57.0,33.0,47.23467862481316,9.0
57.0,22.0,47.08520179372198,8.0
57.0,24.0,47.08520179372198,9.0
57.0,64.0,46.78624813153961,9.0
57.0,16.0,46.63677130044843,9.0
57.0,2.0,46.48729446935725,9.0
57.0,68.0,46.18834080717489,9.0
58.0,18.0,94.02092675635276,3.0
58.0,44.0,87.4439461883408,3.0
58.0,38.0,72.79521674140508,3.0
58.0,49.0,72.34678624813155,3.0
58.0,21.0,72.04783258594918,3.0
58.0,25.0,71.44992526158445,3.0
58.0,39.0,71.00149476831092,3.0
58.0,52.0,68.75934230194319,3.0
58.0,37.0,63.97608370702541,3.0
58.0,47.0,62.92974588938714,3.0
60.0,70.0,90.5829596412556,15.0
60.0,70.0,90.5829596412556,16.0
60.0,70.0,90.5829596412556,17.0
60.0,53.0,70.10463378176382,10.0
60.0,53.0,70.10463378176382,11.0
60.0,53.0,70.10463378176382,12.0
60.0,53.0,70.10463378176382,13.0
60.0,53.0,70.10463378176382,15.0
60.0,53.0,70.10463378176382,16.0
60.0,53.0,70.10463378176382,17.0
60.0,72.0,44.39461883408072,10.0
60.0,24.0,35.57548579970104,9.0
60.0,68.0,35.276532137518686,9.0
60.0,2.0,35.1270553064275,9.0
60.0,30.0,34.97757847533632,9.0
60.0,16.0,34.67862481315397,9.0
60.0,28.0,34.23019431988042,9.0
60.0,33.0,34.23019431988042,9.0
61.0,47.0,76.98056801195816,3.0
61.0,73.0,75.48579970104635,3.0
61.0,37.0,72.6457399103139,3.0
61.0,38.0,60.98654708520179,3.0
61.0,49.0,59.79073243647235,3.0
61.0,39.0,59.04334828101644,3.0
61.0,52.0,59.04334828101644,3.0
61.0,18.0,58.744394618834086,3.0
61.0,58.0,58.744394618834086,3.0
61.0,25.0,58.29596412556054,3.0
62.0,9.0,72.34678624813155,3.0
62.0,57.0,70.254110612855,3.0
62.0,68.0,48.57997010463378,9.0
62.0,2.0,48.4304932735426,9.0
62.0,33.0,48.13153961136024,9.0
62.0,30.0,48.13153961136024,9.0
62.0,16.0,47.83258594917787,9.0
62.0,64.0,47.83258594917787,9.0
62.0,27.0,47.384155455904335,3.0
62.0,27.0,47.384155455904335,5.0
62.0,27.0,47.384155455904335,6.0
62.0,27.0,47.384155455904335,7.0
62.0,27.0,47.384155455904335,8.0
62.0,27.0,47.384155455904335,14.0
62.0,27.0,47.384155455904335,15.0
62.0,27.0,47.384155455904335,16.0
62.0,28.0,47.23467862481316,9.0
64.0,24.0,85.05231689088191,9.0
64.0,16.0,82.95964125560538,9.0
64.0,30.0,82.51121076233184,9.0
64.0,2.0,81.31539611360239,9.0
64.0,68.0,80.86696562032884,9.0
64.0,33.0,71.44992526158445,9.0
64.0,28.0,65.17189835575485,9.0
64.0,27.0,50.82212257100149,3.0
64.0,27.0,50.82212257100149,5.0
64.0,27.0,50.82212257100149,6.0
64.0,27.0,50.82212257100149,7.0
64.0,27.0,50.82212257100149,8.0
64.0,27.0,50.82212257100149,14.0
64.0,27.0,50.82212257100149,15.0
64.0,27.0,50.82212257100149,16.0
64.0,22.0,50.37369207772795,8.0
64.0,62.0,47.83258594917787,3.0
68.0,2.0,94.02092675635276,9.0
68.0,30.0,93.12406576980568,9.0
68.0,16.0,84.00597907324364,9.0
68.0,64.0,80.86696562032884,9.0
68.0,24.0,79.82062780269058,9.0
68.0,33.0,70.85201793721974,9.0
68.0,28.0,64.12556053811659,9.0
68.0,27.0,49.92526158445441,3.0
68.0,27.0,49.92526158445441,5.0
68.0,27.0,49.92526158445441,6.0
68.0,27.0,49.92526158445441,7.0
68.0,27.0,49.92526158445441,8.0
68.0,27.0,49.92526158445441,14.0
68.0,27.0,49.92526158445441,15.0
68.0,27.0,49.92526158445441,16.0
68.0,22.0,49.47683109118087,8.0
68.0,62.0,48.57997010463378,3.0
70.0,60.0,90.5829596412556,15.0
70.0,60.0,90.5829596412556,16.0
70.0,60.0,90.5829596412556,17.0
70.0,53.0,71.898355754858,10.0
70.0,53.0,71.898355754858,11.0
70.0,53.0,71.898355754858,12.0
70.0,53.0,71.898355754858,13.0
70.0,53.0,71.898355754858,15.0
70.0,53.0,71.898355754858,16.0
70.0,53.0,71.898355754858,17.0
70.0,72.0,44.843049327354265,10.0
70.0,24.0,36.47234678624813,9.0
70.0,16.0,35.57548579970104,9.0
70.0,68.0,35.42600896860987,9.0
70.0,30.0,35.42600896860987,9.0
70.0,2.0,35.276532137518686,9.0
70.0,64.0,34.82810164424514,9.0
70.0,33.0,34.67862481315397,9.0
71.0,12.0,43.946188340807176,6.0
71.0,3.0,41.70403587443946,7.0
71.0,76.0,40.20926756352765,9.0
71.0,9.0,39.76083707025411,3.0
71.0,64.0,39.46188340807175,9.0
71.0,24.0,39.31240657698057,9.0
71.0,30.0,39.162929745889386,9.0
71.0,2.0,39.162929745889386,9.0
71.0,16.0,39.01345291479821,9.0
71.0,62.0,38.86397608370702,3.0
72.0,70.0,44.843049327354265,15.0
72.0,70.0,44.843049327354265,16.0
72.0,70.0,44.843049327354265,17.0
72.0,60.0,44.39461883408072,15.0
72.0,60.0,44.39461883408072,16.0
72.0,60.0,44.39461883408072,17.0
72.0,53.0,41.85351270553064,10.0
72.0,53.0,41.85351270553064,11.0
72.0,53.0,41.85351270553064,12.0
72.0,53.0,41.85351270553064,13.0
72.0,53.0,41.85351270553064,15.0
72.0,53.0,41.85351270553064,16.0
72.0,53.0,41.85351270553064,17.0
72.0,24.0,35.57548579970104,9.0
72.0,30.0,34.82810164424514,9.0
72.0,2.0,34.82810164424514,9.0
72.0,64.0,34.67862481315397,9.0
72.0,68.0,34.67862481315397,9.0
72.0,28.0,34.379671150971596,9.0
72.0,16.0,34.23019431988042,9.0
73.0,47.0,84.90284005979073,3.0
73.0,37.0,83.40807174887892,3.0
73.0,61.0,75.48579970104635,3.0
73.0,61.0,75.48579970104635,7.0
73.0,61.0,75.48579970104635,8.0
73.0,38.0,65.6203288490284,3.0
73.0,18.0,63.07922272047832,3.0
73.0,49.0,63.07922272047832,3.0
73.0,25.0,62.92974588938714,3.0
73.0,52.0,62.78026905829597,3.0
73.0,58.0,62.63079222720478,3.0
73.0,39.0,62.18236173393124,3.0
76.0,15.0,56.65171898355755,3.0
76.0,42.0,56.20328849028401,3.0
76.0,57.0,43.49775784753363,3.0
76.0,9.0,43.34828101644245,3.0
76.0,62.0,43.19880418535127,3.0
76.0,24.0,41.4050822122571,9.0
76.0,12.0,40.95665171898356,6.0
76.0,22.0,40.80717488789238,8.0
76.0,33.0,40.50822122571002,9.0
76.0,27.0,40.35874439461883,3.0
76.0,27.0,40.35874439461883,5.0
76.0,27.0,40.35874439461883,6.0
76.0,27.0,40.35874439461883,7.0
76.0,27.0,40.35874439461883,8.0
76.0,27.0,40.35874439461883,14.0
76.0,27.0,40.35874439461883,15.0
76.0,27.0,40.35874439461883,16.0
