Enzyme1,Enzyme2,Percent_Similarity,E2_Sub,Neighbor_Substrate,Substrate_Distance,hit,Normalized_Distance,MSA_Score
2.0,27.0,50.672645739910315,6.0,4.0,2.6687195236424075,0.0,0.31219899300276244,0.583769645546921
2.0,27.0,50.672645739910315,6.0,16.0,2.796132300247202,0.0,0.32710432126948547,0.5918750077703987
2.0,27.0,50.672645739910315,6.0,8.0,3.2730117855922356,0.0,0.38289186049548635,0.6244397206005827
2.0,27.0,50.672645739910315,6.0,14.0,3.450585327055675,0.0,0.40366522402720545,0.63738873610927
2.0,27.0,50.672645739910315,6.0,12.0,5.271597259693318,0.0,0.6166955131148888,0.7897038329184396
2.0,27.0,50.672645739910315,6.0,5.0,5.370151251691832,0.0,0.6282248090134491,0.7987397564225932
2.0,27.0,50.672645739910315,6.0,7.0,5.468397618176296,0.0,0.6397181174750167,0.8078106570575917
2.0,27.0,50.672645739910315,7.0,14.0,2.939612022704677,0.0,0.34388923421020623,0.6013140554117464
2.0,27.0,50.672645739910315,7.0,4.0,3.243967418572768,0.0,0.37949411784941595,0.622362091802148
2.0,27.0,50.672645739910315,7.0,16.0,3.2479773169320203,0.0,0.37996321406530204,0.6226482408815377
2.0,27.0,50.672645739910315,7.0,12.0,3.960637987243478,0.0,0.4633335126871078,0.6767545580260343
2.0,27.0,50.672645739910315,7.0,10.0,4.366762602636908,0.0,0.5108438242189886,0.7101268904729067
2.0,27.0,50.672645739910315,7.0,17.0,4.812940507383852,0.0,0.5630397523890495,0.7485536390936597
2.0,27.0,50.672645739910315,7.0,6.0,5.468397618176296,0.0,0.6397181174750167,0.8078106570575917
2.0,27.0,50.672645739910315,7.0,15.0,5.631949986561045,0.0,0.6588512201711161,0.8230453925215834
2.0,27.0,50.672645739910315,7.0,1.0,5.996165314143381,0.0,0.7014587918923221,0.8575332206702402
2.0,27.0,50.672645739910315,8.0,15.0,1.6937082421130696,0.0,0.19813772220861972,0.5315800455171911
2.0,27.0,50.672645739910315,8.0,6.0,3.2730117855922356,0.0,0.38289186049548635,0.6244397206005827
2.0,27.0,50.672645739910315,8.0,17.0,4.265608931865603,0.0,0.4990104060296419,0.7016624353319101
2.0,27.0,50.672645739910315,8.0,16.0,4.446892862339431,0.0,0.5202178278063095,0.7168998369350866
2.0,27.0,50.672645739910315,8.0,14.0,4.592908673969609,0.0,0.5372994240361015,0.7293897852997155
2.0,27.0,50.672645739910315,8.0,4.0,4.925985510424875,0.0,0.5762642729131218,0.7585507893780928
2.0,27.0,50.672645739910315,8.0,12.0,6.378400043434908,0.0,0.7461743554868905,0.894480271787095
2.0,27.0,50.672645739910315,8.0,7.0,6.736192038358631,0.0,0.7880304964301614,0.9296831993394338
2.0,27.0,50.672645739910315,8.0,11.0,6.832598580878645,0.0,0.7993085738852801,0.9392619358392839
2.0,27.0,50.672645739910315,14.0,16.0,0.932985585078178,0.0,0.10914491296932922,0.5052043149628883
2.0,27.0,50.672645739910315,14.0,4.0,2.0975886889085507,0.0,0.24538550065292747,0.5509381378709652
2.0,27.0,50.672645739910315,14.0,17.0,2.888179330655694,0.0,0.3378724030959354,0.5978934257908018
2.0,27.0,50.672645739910315,14.0,7.0,2.939612022704677,0.0,0.34388923421020623,0.6013140554117464
2.0,27.0,50.672645739910315,14.0,15.0,3.1442129058789723,0.0,0.36782437955935454,0.6153158229952022
2.0,27.0,50.672645739910315,14.0,6.0,3.450585327055675,0.0,0.40366522402720545,0.63738873610927
2.0,27.0,50.672645739910315,14.0,8.0,4.592908673969609,0.0,0.5372994240361015,0.7293897852997155
2.0,27.0,50.672645739910315,14.0,12.0,4.677280559136008,0.0,0.5471696323338785,0.7366908404333737
2.0,27.0,50.672645739910315,14.0,10.0,5.333470250012311,0.0,0.6239336979823996,0.7953691264488653
2.0,27.0,50.672645739910315,15.0,8.0,1.6937082421130696,0.0,0.19813772220861972,0.5315800455171911
2.0,27.0,50.672645739910315,15.0,6.0,2.389907146567233,0.0,0.27958224830987227,0.5669964915235736
2.0,27.0,50.672645739910315,15.0,16.0,2.9643838413680696,0.0,0.34678715464472337,0.6029760513126721
2.0,27.0,50.672645739910315,15.0,17.0,3.1302338200506785,0.0,0.36618904228242105,0.6143396475222445
2.0,27.0,50.672645739910315,15.0,14.0,3.1442129058789723,0.0,0.36782437955935454,0.6153158229952022
2.0,27.0,50.672645739910315,15.0,4.0,3.737637821768112,0.0,0.43724593529874406,0.659168260587016
2.0,27.0,50.672645739910315,15.0,7.0,5.631949986561045,0.0,0.6588512201711161,0.8230453925215834
2.0,27.0,50.672645739910315,15.0,12.0,5.897960709076633,0.0,0.6899703688720463,0.8481614809406676
2.0,27.0,50.672645739910315,15.0,9.0,6.039162766556912,1.0,0.7064888301658335,0.8616526301121158
2.0,27.0,50.672645739910315,16.0,14.0,0.932985585078178,0.0,0.10914491296932922,0.5052043149628883
2.0,27.0,50.672645739910315,16.0,4.0,1.5020332891330437,0.0,0.17571471118251453,0.5236357966716879
2.0,27.0,50.672645739910315,16.0,17.0,2.3830348632304506,0.0,0.27877829723207415,0.5666005002094981
2.0,27.0,50.672645739910315,16.0,6.0,2.796132300247202,0.0,0.32710432126948547,0.5918750077703987
2.0,27.0,50.672645739910315,16.0,15.0,2.9643838413680696,0.0,0.34678715464472337,0.6029760513126721
2.0,27.0,50.672645739910315,16.0,7.0,3.2479773169320203,0.0,0.37996321406530204,0.6226482408815377
2.0,27.0,50.672645739910315,16.0,8.0,4.446892862339431,0.0,0.5202178278063095,0.7168998369350866
2.0,27.0,50.672645739910315,16.0,12.0,4.874409740406301,0.0,0.5702307038847947,0.7539773494495622
2.0,27.0,50.672645739910315,16.0,9.0,5.406777766390262,1.0,0.6325095459087089,0.8021141524095432
2.0,22.0,49.62630792227205,8.0,15.0,1.6937082421130696,0.0,0.19813772220861972,0.541303466011622
2.0,22.0,49.62630792227205,8.0,6.0,3.2730117855922356,0.0,0.38289186049548635,0.6327377515115328
2.0,22.0,49.62630792227205,8.0,17.0,4.265608931865603,0.0,0.4990104060296419,0.7090573112802965
2.0,22.0,49.62630792227205,8.0,16.0,4.446892862339431,0.0,0.5202178278063095,0.7241391259431369
2.0,22.0,49.62630792227205,8.0,14.0,4.592908673969609,0.0,0.5372994240361015,0.7365063179794873
2.0,22.0,49.62630792227205,8.0,4.0,4.925985510424875,0.0,0.5762642729131218,0.7653962356781382
2.0,22.0,49.62630792227205,8.0,12.0,6.378400043434908,0.0,0.7461743554868905,0.9002927602399409
2.0,22.0,49.62630792227205,8.0,7.0,6.736192038358631,0.0,0.7880304964301614,0.9352769368792014
2.0,22.0,49.62630792227205,8.0,11.0,6.832598580878645,0.0,0.7993085738852801,0.9447989636111459
2.0,62.0,48.4304932735426,3.0,5.0,4.538149362054459,0.0,0.5308934297433403,0.7401278512160318
2.0,62.0,48.4304932735426,3.0,2.0,5.290790181744798,0.0,0.6189407887551982,0.8056234246755244
2.0,62.0,48.4304932735426,3.0,6.0,5.83245429948156,0.0,0.6823071300304855,0.8552686256910464
2.0,62.0,48.4304932735426,3.0,17.0,6.195750032142233,0.0,0.7248071233396589,0.8895430110146023
2.0,62.0,48.4304932735426,3.0,4.0,6.702032476634709,0.0,0.7840343549558905,0.9384302169858517
2.0,62.0,48.4304932735426,3.0,16.0,7.3432075693606995,0.0,0.8590419443687708,1.001945340118857
2.0,62.0,48.4304932735426,3.0,15.0,7.860794729083334,0.0,0.9195916531804408,1.0543197859284201
2.0,62.0,48.4304932735426,3.0,14.0,8.234987995965957,0.0,0.9633664897918667,1.0927105728668118
2.0,62.0,48.4304932735426,3.0,8.0,8.548136231876935,0.0,1.0,1.125140614501589
3.0,12.0,51.569506726457405,6.0,17.0,1.5357042030848338,0.0,0.1796536884096471,0.5165527229925867
3.0,12.0,51.569506726457405,6.0,15.0,2.389907146567233,0.0,0.27958224830987227,0.5592114997403653
3.0,12.0,51.569506726457405,6.0,4.0,2.6687195236424075,0.0,0.31219899300276244,0.5762113146266779
3.0,12.0,51.569506726457405,6.0,16.0,2.796132300247202,0.0,0.32710432126948547,0.5844215130066964
3.0,12.0,51.569506726457405,6.0,8.0,3.2730117855922356,0.0,0.38289186049548635,0.6173794981253916
3.0,12.0,51.569506726457405,6.0,14.0,3.450585327055675,0.0,0.40366522402720545,0.6304735370820883
3.0,12.0,51.569506726457405,6.0,12.0,5.271597259693318,0.0,0.6166955131148888,0.7841330395844199
3.0,12.0,51.569506726457405,6.0,5.0,5.370151251691832,0.0,0.6282248090134491,0.7932324240295843
3.0,12.0,51.569506726457405,6.0,7.0,5.468397618176296,1.0,0.6397181174750167,0.80236558855527
3.0,24.0,44.24514200298953,9.0,16.0,5.406777766390262,0.0,0.6325095459087089,0.8431659057933506
3.0,24.0,44.24514200298953,9.0,14.0,5.429148081623564,0.0,0.6351265275087308,0.8451308330501136
3.0,24.0,44.24514200298953,9.0,17.0,5.578365070853041,0.0,0.6525826121079712,0.8583265606121852
3.0,24.0,44.24514200298953,9.0,6.0,5.832013957395133,0.0,0.6822556168029839,0.8810976936105895
3.0,24.0,44.24514200298953,9.0,7.0,6.0223749832025,1.0,0.704524918630146,0.8984518796226619
3.0,24.0,44.24514200298953,9.0,15.0,6.039162766556912,0.0,0.7064888301658335,0.8999927145126055
3.0,24.0,44.24514200298953,9.0,4.0,6.049689715560571,0.0,0.70772032071747,0.9009597501459868
3.0,24.0,44.24514200298953,9.0,12.0,6.368769312558977,0.0,0.7450477086232131,0.9305678412407021
3.0,24.0,44.24514200298953,9.0,8.0,7.148131257572746,0.0,0.8362210268615727,1.005050259833857
3.0,64.0,43.34828101644245,9.0,16.0,5.406777766390262,0.0,0.6325095459087089,0.8491231077086753
3.0,64.0,43.34828101644245,9.0,14.0,5.429148081623564,0.0,0.6351265275087308,0.8510742813200832
3.0,64.0,43.34828101644245,9.0,17.0,5.578365070853041,0.0,0.6525826121079712,0.8641792591846094
3.0,64.0,43.34828101644245,9.0,6.0,5.832013957395133,0.0,0.6822556168029839,0.8868001201163752
3.0,64.0,43.34828101644245,9.0,7.0,6.0223749832025,1.0,0.704524918630146,0.9040448480855424
3.0,64.0,43.34828101644245,9.0,15.0,6.039162766556912,0.0,0.7064888301658335,0.9055761666079146
3.0,64.0,43.34828101644245,9.0,4.0,6.049689715560571,0.0,0.70772032071747,0.9065372461932473
3.0,64.0,43.34828101644245,9.0,12.0,6.368769312558977,0.0,0.7450477086232131,0.9359689174881278
3.0,64.0,43.34828101644245,9.0,8.0,7.148131257572746,0.0,0.8362210268615727,1.0100531333274605
3.0,16.0,42.45142002989537,9.0,16.0,5.406777766390262,0.0,0.6325095459087089,0.8551328734899588
3.0,16.0,42.45142002989537,9.0,14.0,5.429148081623564,0.0,0.6351265275087308,0.8570703656076619
3.0,16.0,42.45142002989537,9.0,17.0,5.578365070853041,0.0,0.6525826121079712,0.8700850368114692
3.0,16.0,42.45142002989537,9.0,6.0,5.832013957395133,0.0,0.6822556168029839,0.8925562348204021
3.0,16.0,42.45142002989537,9.0,7.0,6.0223749832025,1.0,0.704524918630146,0.9096918525678718
3.0,16.0,42.45142002989537,9.0,15.0,6.039162766556912,0.0,0.7064888301658335,0.9112136812003213
3.0,16.0,42.45142002989537,9.0,4.0,6.049689715560571,0.0,0.70772032071747,0.9121688210051861
3.0,16.0,42.45142002989537,9.0,12.0,6.368769312558977,0.0,0.7450477086232131,0.9414244493225428
3.0,16.0,42.45142002989537,9.0,8.0,7.148131257572746,0.0,0.8362210268615727,1.015110590735303
3.0,33.0,42.45142002989537,9.0,16.0,5.406777766390262,0.0,0.6325095459087089,0.8551328734899588
3.0,33.0,42.45142002989537,9.0,14.0,5.429148081623564,0.0,0.6351265275087308,0.8570703656076619
3.0,33.0,42.45142002989537,9.0,17.0,5.578365070853041,0.0,0.6525826121079712,0.8700850368114692
3.0,33.0,42.45142002989537,9.0,6.0,5.832013957395133,0.0,0.6822556168029839,0.8925562348204021
3.0,33.0,42.45142002989537,9.0,7.0,6.0223749832025,1.0,0.704524918630146,0.9096918525678718
3.0,33.0,42.45142002989537,9.0,15.0,6.039162766556912,0.0,0.7064888301658335,0.9112136812003213
3.0,33.0,42.45142002989537,9.0,4.0,6.049689715560571,0.0,0.70772032071747,0.9121688210051861
3.0,33.0,42.45142002989537,9.0,12.0,6.368769312558977,0.0,0.7450477086232131,0.9414244493225428
3.0,33.0,42.45142002989537,9.0,8.0,7.148131257572746,0.0,0.8362210268615727,1.015110590735303
3.0,22.0,42.45142002989537,8.0,15.0,1.6937082421130696,0.0,0.19813772220861972,0.6086398463948717
3.0,22.0,42.45142002989537,8.0,6.0,3.2730117855922356,0.0,0.38289186049548635,0.6912236125099083
3.0,22.0,42.45142002989537,8.0,17.0,4.265608931865603,0.0,0.4990104060296419,0.7617055146074636
3.0,22.0,42.45142002989537,8.0,16.0,4.446892862339431,0.0,0.5202178278063095,0.7757644578253556
3.0,22.0,42.45142002989537,8.0,14.0,4.592908673969609,0.0,0.5372994240361015,0.7873211395149246
3.0,22.0,42.45142002989537,8.0,4.0,4.925985510424875,0.0,0.5762642729131218,0.8144104726080342
3.0,22.0,42.45142002989537,8.0,12.0,6.378400043434908,0.0,0.7461743554868905,0.9423163345946144
3.0,22.0,42.45142002989537,8.0,7.0,6.736192038358631,1.0,0.7880304964301614,0.9757950445465069
3.0,22.0,42.45142002989537,8.0,11.0,6.832598580878645,0.0,0.7993085738852801,0.9849254296362101
3.0,9.0,42.15246636771301,3.0,5.0,4.538149362054459,0.0,0.5308934297433403,0.7851633896702676
3.0,9.0,42.15246636771301,3.0,2.0,5.290790181744798,0.0,0.6189407887551982,0.8471844041994424
3.0,9.0,42.15246636771301,3.0,6.0,5.83245429948156,0.0,0.6823071300304855,0.8945259830906507
3.0,9.0,42.15246636771301,3.0,17.0,6.195750032142233,0.0,0.7248071233396589,0.9273505705922486
3.0,9.0,42.15246636771301,3.0,4.0,6.702032476634709,0.0,0.7840343549558905,0.9743426422388362
3.0,9.0,42.15246636771301,3.0,16.0,7.3432075693606995,0.0,0.8590419443687708,1.0356576543041314
3.0,9.0,42.15246636771301,3.0,15.0,7.860794729083334,0.0,0.9195916531804408,1.0864080832417409
3.0,9.0,42.15246636771301,3.0,14.0,8.234987995965957,0.0,0.9633664897918667,1.123703122887785
3.0,9.0,42.15246636771301,3.0,8.0,8.548136231876935,0.0,1.0,1.1552634828184682
3.0,27.0,42.15246636771301,3.0,5.0,4.538149362054459,0.0,0.5308934297433403,0.7851633896702676
3.0,27.0,42.15246636771301,3.0,2.0,5.290790181744798,0.0,0.6189407887551982,0.8471844041994424
3.0,27.0,42.15246636771301,3.0,6.0,5.83245429948156,0.0,0.6823071300304855,0.8945259830906507
3.0,27.0,42.15246636771301,3.0,17.0,6.195750032142233,0.0,0.7248071233396589,0.9273505705922486
3.0,27.0,42.15246636771301,3.0,4.0,6.702032476634709,0.0,0.7840343549558905,0.9743426422388362
3.0,27.0,42.15246636771301,3.0,16.0,7.3432075693606995,0.0,0.8590419443687708,1.0356576543041314
3.0,27.0,42.15246636771301,3.0,15.0,7.860794729083334,0.0,0.9195916531804408,1.0864080832417409
3.0,27.0,42.15246636771301,3.0,14.0,8.234987995965957,0.0,0.9633664897918667,1.123703122887785
3.0,27.0,42.15246636771301,3.0,8.0,8.548136231876935,0.0,1.0,1.1552634828184682
3.0,27.0,42.15246636771301,5.0,2.0,2.8477260895364545,0.0,0.3331399982743574,0.6675447349684486
3.0,27.0,42.15246636771301,5.0,3.0,4.538149362054459,0.0,0.5308934297433403,0.7851633896702676
3.0,27.0,42.15246636771301,5.0,17.0,4.803573686125157,0.0,0.5619439788771855,0.8064829509234401
3.0,27.0,42.15246636771301,5.0,6.0,5.370151251691832,0.0,0.6282248090134491,0.8539907056835232
3.0,27.0,42.15246636771301,5.0,4.0,5.502070715074072,0.0,0.6436573500731362,0.8654065513023513
3.0,27.0,42.15246636771301,5.0,16.0,6.11453693008237,0.0,0.7153064439100296,0.9199440327721409
3.0,27.0,42.15246636771301,5.0,14.0,6.700616330233246,0.0,0.7838686876849149,0.974209338010434
3.0,27.0,42.15246636771301,5.0,15.0,7.0375135318119275,0.0,0.8232804603146437,1.006193038670885
3.0,27.0,42.15246636771301,5.0,8.0,8.011099983231105,0.0,0.937175047977925,1.1013313694280586
3.0,27.0,42.15246636771301,6.0,17.0,1.5357042030848338,0.0,0.1796536884096471,0.6057302720626137
3.0,27.0,42.15246636771301,6.0,15.0,2.389907146567233,0.0,0.27958224830987227,0.6424950959375958
3.0,27.0,42.15246636771301,6.0,4.0,2.6687195236424075,0.0,0.31219899300276244,0.6573446021424352
3.0,27.0,42.15246636771301,6.0,16.0,2.796132300247202,0.0,0.32710432126948547,0.6645531970632811
3.0,27.0,42.15246636771301,6.0,8.0,3.2730117855922356,0.0,0.38289186049548635,0.6937145605849371
3.0,27.0,42.15246636771301,6.0,14.0,3.450585327055675,0.0,0.40366522402720545,0.7053930307444151
3.0,27.0,42.15246636771301,6.0,12.0,5.271597259693318,0.0,0.6166955131148888,0.8455454278924897
3.0,27.0,42.15246636771301,6.0,5.0,5.370151251691832,0.0,0.6282248090134491,0.8539907056835232
3.0,27.0,42.15246636771301,6.0,7.0,5.468397618176296,1.0,0.6397181174750167,0.8624807154711557
3.0,27.0,42.15246636771301,7.0,14.0,2.939612022704677,0.0,0.34388923421020623,0.6729736400034845
3.0,27.0,42.15246636771301,7.0,4.0,3.243967418572768,0.0,0.37949411784941595,0.6918449972473342
3.0,27.0,42.15246636771301,7.0,16.0,3.2479773169320203,0.0,0.37996321406530204,0.6921024192825018
3.0,27.0,42.15246636771301,7.0,12.0,3.960637987243478,0.0,0.4633335126871078,0.7411556238151551
3.0,27.0,42.15246636771301,7.0,10.0,4.366762602636908,0.0,0.5108438242189886,0.7717480984599433
3.0,27.0,42.15246636771301,7.0,17.0,4.812940507383852,0.0,0.5630397523890495,0.8072468504145306
3.0,27.0,42.15246636771301,7.0,6.0,5.468397618176296,0.0,0.6397181174750167,0.8624807154711557
3.0,27.0,42.15246636771301,7.0,15.0,5.631949986561045,0.0,0.6588512201711161,0.8767660149976308
3.0,27.0,42.15246636771301,7.0,1.0,5.996165314143381,0.0,0.7014587918923221,0.9092184289030295
3.0,27.0,42.15246636771301,8.0,15.0,1.6937082421130696,0.0,0.19813772220861972,0.611467310406597
3.0,27.0,42.15246636771301,8.0,6.0,3.2730117855922356,0.0,0.38289186049548635,0.6937145605849371
