Enzyme1,Enzyme2,Percent_Similarity
2,30,95.81464872944694
2,68,94.02092675635276
2,16,85.35127055306427
2,64,81.31539611360239
2,24,80.11958146487295
2,33,71.30044843049326
2,28,63.82660687593423
2,27,50.672645739910315
2,22,49.62630792227205
2,62,48.4304932735426
3,12,51.569506726457405
3,24,44.24514200298953
3,64,43.34828101644245
3,16,42.45142002989537
3,33,42.45142002989537
3,22,42.45142002989537
3,9,42.15246636771301
3,27,42.15246636771301
3,62,42.00298953662182
3,68,41.85351270553064
4,7,93.7219730941704
4,64,31.2406576980568
4,28,30.94170403587444
4,24,30.94170403587444
4,30,30.64275037369208
4,2,30.64275037369208
4,68,30.493273542600896
4,27,30.34379671150972
4,33,30.34379671150972
4,12,29.74588938714499
7,4,93.7219730941704
7,64,29.297458893871447
7,24,29.14798206278027
7,28,28.84902840059791
7,30,28.699551569506728
7,2,28.699551569506728
7,33,28.550074738415542
7,68,28.550074738415542
7,27,28.251121076233183
7,16,27.802690582959645
9,57,88.34080717488789
9,62,72.34678624813155
9,27,48.729446935724965
9,22,48.13153961136024
9,33,47.6831091180867
9,16,47.53363228699551
9,2,47.384155455904335
9,24,47.08520179372198
9,64,46.93572496263079
9,68,46.93572496263079
12,3,51.569506726457405
12,71,43.946188340807176
12,24,43.796711509716
12,64,43.64723467862481
12,62,43.04932735426009
12,68,43.04932735426009
12,9,42.89985052316891
12,57,42.600896860986545
12,16,42.30194319880419
12,33,42.30194319880419
15,42,96.71150971599404
15,76,56.65171898355755
15,62,44.843049327354265
15,24,44.39461883408072
15,64,43.19880418535127
15,9,42.89985052316891
15,57,42.89985052316891
15,30,42.600896860986545
15,2,42.15246636771301
15,28,42.00298953662182
16,30,85.79970104633782
16,2,85.35127055306427
16,68,84.00597907324364
16,64,82.95964125560538
16,24,79.82062780269058
16,33,69.80568011958147
16,28,64.42451420029896
16,27,50.224215246636774
16,22,48.729446935724965
16,62,47.83258594917787
18,58,94.02092675635276
18,44,86.39760837070254
18,49,74.14050822122572
18,38,73.99103139013454
18,21,73.24364723467862
18,39,72.6457399103139
18,25,71.74887892376681
18,52,68.60986547085201
18,37,63.97608370702541
18,47,63.67713004484305
21,18,73.24364723467862
21,38,72.94469357249626
21,58,72.04783258594918
21,49,69.95515695067265
21,39,69.80568011958147
21,25,67.41405082212258
21,44,65.91928251121077
21,52,65.91928251121077
21,37,61.88340807174888
